Form Key,Editor Id,Name,School,Type,Cast Type,Target Type,Base Cost,Computed Auto Cost,Charge Time,Arcane Fever,Winner Overwrite,Taught By
002DDC:KataPUMBSpellPack.esp,Kata_S_Mentalism_99_MaximizeMagic_6,Empower Magic (Rank IV),Mentalism,Spell,FireAndForget,Self,95,67,1.6,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_99_MaximizeMagic_D
04581C:Apocalypse - Magic of Skyrim.esp,WB_Alt_CrowdControl4_Spell_Entomb,Entomb,Mentalism,Spell,FireAndForget,Aimed,117,475,2.5,,Zenderal - Magic Patches.esp,WB_A075_Entomb_Book
03F74C:Skyrim.esm,_05E_SpellEquilibrium,Equilibrium (Rank I),Mentalism,Spell,Concentration,Self,1,38,0,,Enderal SE - Gameplay Overhaul.esp,_05E_SpellBookEquilibrium
0F8589:Skyrim.esm,_14E_Equilibirum,Equilibrium (Rank II),Mentalism,Spell,Concentration,Self,1,60,0,,Enderal SE - Gameplay Overhaul.esp,_14E_SpellBookEquilibrium
0F8588:Skyrim.esm,_28E_Equilibirum,Equilibrium (Rank III),Mentalism,Spell,Concentration,Self,1,99,0,,Enderal SE - Gameplay Overhaul.esp,_28E_SpellBookEquilibrium
1A1B71:Apocalypse - Magic of Skyrim.esp,WB_Alt_Metamagic3_Spell_MedorasMemory,Esara's Memory,Mentalism,Spell,FireAndForget,Self,131,300,0,,Zenderal - Magic Patches.esp,WB_A050_MedorasMemory_Book
01FEB6:Enderal - Forgotten Stories.esm,_05E_FS_EssenceGift,Essence Gift (Rank I),Mentalism,Spell,FireAndForget,Self,18,2,0.3,,Enderal SE - Gameplay Overhaul.esp,_05E_FS_Spell_EssenceGift
01FEB7:Enderal - Forgotten Stories.esm,_15E_FS_EssenceGift,Essence Gift (Rank II),Mentalism,Spell,FireAndForget,Self,32,3,0.3,,Enderal SE - Gameplay Overhaul.esp,_15E_FS_Spell_EssenceGift
01FEB8:Enderal - Forgotten Stories.esm,_25E_FS_EssenceGift,Essence Gift (Rank III),Mentalism,Spell,FireAndForget,Self,50,6,0.3,,Enderal SE - Gameplay Overhaul.esp,_25E_FS_Spell_EssenceGift
01FEB9:Enderal - Forgotten Stories.esm,_45E_FS_EssenceGift,Essence Gift (Rank IV),Mentalism,Spell,FireAndForget,Self,72,9,0.3,,Enderal SE - Gameplay Overhaul.esp,_45E_FS_Spell_EssenceGift
00C13D:Apocalypse - Magic of Skyrim.esp,WB_Alt_Metamagic5_Spell_HethothsGrimoire,Eventuality Grimoire,Mentalism,Spell,FireAndForget,Self,124,719,3,,Zenderal - Magic Patches.esp,WB_A100_HethothsGrimoire_Book
003902:Apocalypse - Magic of Skyrim.esp,WB_Alt_WorldInteractions4_Spell_FabricateObject,Fabricate Object,Mentalism,Spell,FireAndForget,Self,152,615,3,,Zenderal - Magic Patches.esp,WB_A075_FabricateObject_Book
007A94:Apocalypse - Magic of Skyrim.esp,WB_Alt_Buff2_Spell_ReynosFins,Fins of Kilé,Mentalism,Spell,FireAndForget,Self,73,113,2,,Zenderal - Magic Patches.esp,WB_A025_ReynosFins_Book
0049E1:KataPUMB_SpellPackage.esp,Kata_Spell_FireShield_I,Fire Shield (Rank I),Mentalism,Spell,FireAndForget,Self,22,81,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_FireShield_I
0049E4:KataPUMB_SpellPackage.esp,Kata_Spell_FireShield_II,Fire Shield (Rank II),Mentalism,Spell,FireAndForget,Self,38,150,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_FireShield_II
0049E2:KataPUMB_SpellPackage.esp,Kata_Spell_FireShield_III,Fire Shield (Rank III),Mentalism,Spell,FireAndForget,Self,55,222,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_FireShield_III
0049E3:KataPUMB_SpellPackage.esp,Kata_Spell_FireShield_IV,Fire Shield (Rank IV),Mentalism,Spell,FireAndForget,Self,68,411,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_FireShield_IV
0049E8:KataPUMB_SpellPackage.esp,Kata_Spell_FireShield_V,Fire Shield (Rank V),Mentalism,Spell,FireAndForget,Self,168,609,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_FireShield_V
00C097:KataPUMB_SpellPackage.esp,Kata_Spell_MasterTelekinesis,Force Grab,Mentalism,Spell,Concentration,Self,100,170,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_MasterTelekinesis
0049EA:KataPUMB_SpellPackage.esp,Kata_Spell_FrostShield_I,Frost Shield (Rank I),Mentalism,Spell,FireAndForget,Self,22,81,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_FrostShield_I
0049EC:KataPUMB_SpellPackage.esp,Kata_Spell_FrostShield_II,Frost Shield (Rank II),Mentalism,Spell,FireAndForget,Self,38,150,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_FrostShield_II
0049EE:KataPUMB_SpellPackage.esp,Kata_Spell_FrostShield_III,Frost Shield (Rank III),Mentalism,Spell,FireAndForget,Self,55,222,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_FrostShield_III
0049F0:KataPUMB_SpellPackage.esp,Kata_Spell_FrostShield_IV,Frost Shield (Rank IV),Mentalism,Spell,FireAndForget,Self,68,411,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_FrostShield_IV
0049F2:KataPUMB_SpellPackage.esp,Kata_Spell_FrostShield_V,Frost Shield (Rank V),Mentalism,Spell,FireAndForget,Self,168,609,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_FrostShield_V
002E25:Apocalypse - Magic of Skyrim.esp,WB_Alt_CrowdControl3_Spell_TharnsPrison,Girathû's Prison,Mentalism,Spell,FireAndForget,Aimed,83,190,0,,Zenderal - Magic Patches.esp,WB_A050_TharnsPrison_Book
0AAF9E:Apocalypse - Magic of Skyrim.esp,WB_Alt_Active4_Spell_GraceOfWater,Grace of Water,Mentalism,Spell,Concentration,Self,8,25,2,,Zenderal - Magic Patches.esp,WB_A075_GraceOfWater_Book
002E2D:KataPUMBSpellPack.esp,Kata_S_Mentalism_00_Flesh_Heliodor_1,Heliodor Body (Rank I),Mentalism,Spell,FireAndForget,Self,24,266,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_00_Flesh_Heliodor
002E2F:KataPUMBSpellPack.esp,Kata_S_Mentalism_25_Flesh_Heliodor_2,Heliodor Body (Rank II),Mentalism,Spell,FireAndForget,Self,40,631,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_25_Flesh_Heliodor
002E33:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_Flesh_Heliodor_4,Heliodor Body (Rank IV),Mentalism,Spell,FireAndForget,Self,99,1353,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_75_Flesh_Heliodor
002E35:KataPUMBSpellPack.esp,Kata_S_Mentalism_99_Flesh_Heliodor_5,Heliodor Body (Rank V),Mentalism,Spell,FireAndForget,Self,120,2720,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_99_Flesh_Heliodor
002E31:KataPUMBSpellPack.esp,Kata_S_Mentalism_50_Flesh_Heliodor_3,Heliodor body (Rank III),Mentalism,Spell,FireAndForget,Self,70,935,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_50_Flesh_Heliodor
0AE5B7:Apocalypse - Magic of Skyrim.esp,WB_Alt_WorldInteractions4_Spell_WellocsInstantForest,Instant Forest,Mentalism,Spell,Concentration,TargetLocation,19,60,0.5,,Zenderal - Magic Patches.esp,WB_A075_WellocsInstantForest_Book
001EAB:Enderal SE - Gameplay Overhaul.esp,XionSpellKineticBlast,Kinetic Blast,Mentalism,Spell,FireAndForget,Aimed,105,13,0.75,,Enderal SE - Gameplay Overhaul.esp,XionKineticBlastDUPLICATE001
00CC16:Apocalypse - Magic of Skyrim.esp,WB_Alt_Metamagic4_Spell_KnowledgeIsPower,Knowledge is Power,Mentalism,Spell,FireAndForget,Self,117,475,3,,Zenderal - Magic Patches.esp,WB_A075_KnowledgeIsPower_Book
002124:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_LightbornRecital_3,Lightborn Recital (Mystical),Mentalism,Spell,FireAndForget,Self,135,0,1,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_99_LightBornRecital_D
001518:KataPUMB_SpellPackage.esp,Kata_Spell_LightBornRecital_I,Lightborn Recital (Rank I),Mentalism,Spell,FireAndForget,Self,80,80,2.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_LightbornRecital_I
002120:KataPUMBSpellPack.esp,Kata_S_Mentalism_25_LightbornRecital_1,Lightborn Recital (Rank I),Mentalism,Spell,FireAndForget,Self,31,0,1.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_25_LightBornRecital
001519:KataPUMB_SpellPackage.esp,Kata_Spell_LightBornRecital_II,Lightborn Recital (Rank II),Mentalism,Spell,FireAndForget,Self,110,110,2,,KataPUMB_SpellPackage.esp,Kata_SpellBook_LightbornRecital_II
002122:KataPUMBSpellPack.esp,Kata_S_Mentalism_50_LightbornRecital_2,Lightborn Recital (Rank II),Mentalism,Spell,FireAndForget,Self,44,0,1.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_50_LightBornRecital
00222C:KataPUMB_SpellPackage.esp,Kata_Spell_LightBornRecital_III,Lightborn Recital (Rank III),Mentalism,Spell,FireAndForget,Self,180,180,1.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_LightbornRecital_III
00C143:Apocalypse - Magic of Skyrim.esp,WB_Alt_WorldInteractions3_Spell_LocateObject,Locate Object,Mentalism,Spell,FireAndForget,Self,94,214,3,,Zenderal - Magic Patches.esp,WB_A050_LocateObject_Book
00541E:Apocalypse - Magic of Skyrim.esp,WB_Alt_Active1_Spell_Longstride,Longstride,Mentalism,Spell,Concentration,Self,11,13,0.6,,Zenderal - Magic Patches.esp,WB_A000_Longstride_Book
000861:Enderal SE - Gameplay Overhaul.esp,XionSpellRealMagelight1,Magelight (Rank I),Mentalism,Spell,FireAndForget,Aimed,25,141,0.5,,Enderal SE - Gameplay Overhaul.esp,XionMagierlicht1
000862:Enderal SE - Gameplay Overhaul.esp,XionSpellRealMagelight2,Magelight (Rank II),Mentalism,Spell,FireAndForget,Aimed,50,247,0.5,,Enderal SE - Gameplay Overhaul.esp,XionMagierlicht2
001D67:Enderal SE - Gameplay Overhaul.esp,XionSpellRealMagelight3,Magelight (Rank III),Mentalism,Spell,FireAndForget,Aimed,76,358,0.5,,Enderal SE - Gameplay Overhaul.esp,XionMagierlicht3
001E40:Enderal SE - Gameplay Overhaul.esp,XionSpellRealMagelight4,Magelight (Rank IV),Mentalism,Spell,FireAndForget,Aimed,106,589,0.5,,Enderal SE - Gameplay Overhaul.esp,XionMagierlicht4
002DDE:KataPUMBSpellPack.esp,Kata_S_Mentalism_50_Unlock_1,Magic Key (Rank I),Mentalism,Spell,FireAndForget,Aimed,100,0,0.5,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_50_Unlock_B
002DE0:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_Unlock_2,Magic Key (Rank II),Mentalism,Spell,FireAndForget,Aimed,145,0,0.5,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_75_Unlock_C
002DE2:KataPUMBSpellPack.esp,Kata_S_Mentalism_99_Unlock_3,Magic Key (Rank III),Mentalism,Spell,FireAndForget,Aimed,200,0,0.5,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_99_Unlock_D
002DD3:KataPUMBSpellPack.esp,Kata_S_Mentalism_00_MaximizeMagic_1,Maximize Magic (Rank I),Mentalism,Spell,FireAndForget,Self,25,542,1.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_00_MaximizeMagic
002DD8:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_MaximizeMagic_4,Maximize Magic (Rank IV),Mentalism,Spell,FireAndForget,Self,75,3184,1.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_75_MaximizeMagic_4
0A59D5:Apocalypse - Magic of Skyrim.esp,WB_Alt_Teleport5_Spell_Milestones,Milestones,Mentalism,Spell,FireAndForget,TargetLocation,241,1400,4,,Zenderal - Magic Patches.esp,WB_A100_Milestones_Book
000800:xxOpenSpells.esp,xx_OpenLockAdept,Ondusi's Key (Adept),Mentalism,Spell,FireAndForget,Aimed,40,0,1,,xxOpenSpells.esp,xx_SpellBookOpen2
000801:xxOpenSpells.esp,xx_OpenLockApprentice,Ondusi's Key (Apprentice),Mentalism,Spell,FireAndForget,Aimed,24,0,1,,xxOpenSpells.esp,xx_SpellBookOpen1
000802:xxOpenSpells.esp,xx_OpenLockExpert,Ondusi's Key (Expert),Mentalism,Spell,FireAndForget,Aimed,70,0,1,,xxOpenSpells.esp,xx_SpellBookOpen3
000803:xxOpenSpells.esp,xx_OpenLockMaster,Ondusi's Key (Master),Mentalism,Spell,FireAndForget,Aimed,99,0,1,,xxOpenSpells.esp,xx_SpellBookOpen4
1377A3:Skyrim.esm,_18E_Paralysieren,Paralyze (Rank I),Mentalism,Spell,FireAndForget,Aimed,105,35,0.75,,Enderal SE - Gameplay Overhaul.esp,_18E_SpellBookParalyze
1377A4:Skyrim.esm,_30E_Paralysieren,Paralyze (Rank II),Mentalism,Spell,FireAndForget,Aimed,180,164,0.75,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellBookParalyze
0803F2:Apocalypse - Magic of Skyrim.esp,WB_Alt_CrowdControl2_Spell_PerilousPath,Perilous Path,Mentalism,Spell,FireAndForget,Aimed,52,80,0.5,,Zenderal - Magic Patches.esp,WB_A025_PerilousPath_Book
002118:KataPUMBSpellPack.esp,Kata_S_Mentalism_25_Petrify_1,Petrifying Touch (Rank I),Mentalism,Spell,FireAndForget,TargetActor,50,0,0.5,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_25_Petrify_A
00211A:KataPUMBSpellPack.esp,Kata_S_Mentalism_50_Petrify_2,Petrifying Touch (Rank II),Mentalism,Spell,FireAndForget,TargetActor,75,0,0.5,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_50_Petrify_B
00211C:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_Petrify_3,Petrifying Touch (Rank III),Mentalism,Spell,FireAndForget,TargetActor,110,0,0.5,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_75_Petrify_C
00211E:KataPUMBSpellPack.esp,Kata_S_Mentalism_99_Petrify_4,Petrifying Touch (Rank IV),Mentalism,Spell,FireAndForget,TargetActor,155,0,0.5,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_99_Petrify_D
007FFD:Apocalypse - Magic of Skyrim.esp,WB_Alt_Buff1_Spell_PrepareForAdventure,Prepare for Adventure,Mentalism,Spell,FireAndForget,Self,45,84,3,,Zenderal - Magic Patches.esp,WB_A000_PrepareForAdventure_Book
085610:Skyrim.esm,_08E_Magieschutz,Protection from Magic (Rank I),Mentalism,Spell,FireAndForget,Self,80,415,0.75,,Enderal SE - Gameplay Overhaul.esp,_05E_SpellBookProtectionFromMagic
135737:Skyrim.esm,_19E_Magieschutz,Protection from Magic (Rank II),Mentalism,Spell,FireAndForget,Self,125,951,0.75,,Enderal SE - Gameplay Overhaul.esp,_15E_SpellBookProtectionFromMagic
135736:Skyrim.esm,_30E_Magieschutz,Protection from Magic (Rank III),Mentalism,Spell,FireAndForget,Self,176,1776,0.75,,Enderal SE - Gameplay Overhaul.esp,_25E_SpellBookProtectionFromMagic
002150:KataPUMBSpellPack.esp,Kata_S_Mentalism_25_QuickMarch_1,Quick March (Rank I),Mentalism,Spell,FireAndForget,Self,23,716,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_25_QuickMarch
002151:KataPUMBSpellPack.esp,Kata_S_Mentalism_50_QuickMarch_2,Quick March (Rank II),Mentalism,Spell,FireAndForget,Self,41,1536,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_50_QuickMarch
002153:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_QuickMarch_3,Quick March (Rank III),Mentalism,Spell,FireAndForget,Self,75,3292,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_75_QuickMarch
002155:KataPUMBSpellPack.esp,Kata_S_Mentalism_99_QuickMarch_4,Quick March (Rank IV),Mentalism,Spell,FireAndForget,Self,98,9021,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_99_QuickMarch
00CC14:Apocalypse - Magic of Skyrim.esp,WB_Alt_WorldInteractions2_Spell_RaiseWall,Raise Wall,Mentalism,Spell,Concentration,Self,7,8,0.5,,Zenderal - Magic Patches.esp,WB_A025_RaiseWall_Book
002232:KataPUMB_SpellPackage.esp,Kata_Spell_RecitalOfMana,Recital of Mana (Rank I),Mentalism,Spell,FireAndForget,Self,90,90,2,,KataPUMB_SpellPackage.esp,Kata_SpellBook_ManaRecital_I
00214D:KataPUMBSpellPack.esp,Kata_S_Mentalism_50_RecitalOfMana,Recital of mana (Rank I),Mentalism,Spell,FireAndForget,Self,50,0,1.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_50_RecitalOfMana
001E39:Enderal SE - Gameplay Overhaul.esp,XionSpellFeatherfall,Safe Fall,Mentalism,Spell,FireAndForget,Self,80,33,0.75,,Enderal SE - Gameplay Overhaul.esp,XionFeatherfallDUPLICATE001
01EFCC:Enderal - Forgotten Stories.esm,_05E_FS_SaldrinsTouch,Saldrin's Touch,Mentalism,Spell,FireAndForget,Aimed,92,11,1.5,,Enderal SE - Gameplay Overhaul.esp,_05E_FS_Spell_SaldrinsTouch
0049F4:KataPUMB_SpellPackage.esp,Kata_Spell_ShockShield_I,Shock Shield (Rank I),Mentalism,Spell,FireAndForget,Self,22,81,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_ShockShield_I
0049F6:KataPUMB_SpellPackage.esp,Kata_Spell_ShockShield_II,Shock Shield (Rank II),Mentalism,Spell,FireAndForget,Self,38,150,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_ShockShield_II
0049FB:KataPUMB_SpellPackage.esp,Kata_Spell_ShockShield_III,Shock Shield (Rank III),Mentalism,Spell,FireAndForget,Self,55,222,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_ShockShield_III
0049F8:KataPUMB_SpellPackage.esp,Kata_Spell_ShockShield_IV,Shock Shield (Rank IV),Mentalism,Spell,FireAndForget,Self,68,411,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_ShockShield_IV
00570C:KataPUMB_SpellPackage.esp,Kata_Spell_ShockShield_V,Shock Shield (Rank V),Mentalism,Spell,FireAndForget,Self,168,609,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_ShockShield_V
01EFD2:Enderal - Forgotten Stories.esm,_10E_FS_SpectralChestSP,Spectral Chest (Rank I),Mentalism,Spell,FireAndForget,Self,75,234,1,,Enderal SE - Gameplay Overhaul.esp,_10E_FS_Spell_SpectralChest
01EFD4:Enderal - Forgotten Stories.esm,_30E_FS_SpectralChestSP,Spectral Chest (Rank II),Mentalism,Spell,FireAndForget,Self,110,502,1,,Enderal SE - Gameplay Overhaul.esp,_30E_FS_Spell_SpectralChest
01EFD5:Enderal - Forgotten Stories.esm,_45E_FS_SpectralChestSP,Spectral Chest (Rank III),Mentalism,Spell,FireAndForget,Self,162,978,1,,Enderal SE - Gameplay Overhaul.esp,_45E_FS_Spell_SpectralChest
161610:Apocalypse - Magic of Skyrim.esp,WB_Alt_Metamagic4_Spell_SilmanesSpellSentinel,Spell Sentinel,Mentalism,Spell,FireAndForget,Self,99,400,3,,Zenderal - Magic Patches.esp,WB_A075_SilmanesSpellSentinel_Book
006A30:Apocalypse - Magic of Skyrim.esp,WB_Alt_Metamagic3_Spell_SpellTwine,Spell Twine,Mentalism,Spell,FireAndForget,Self,55,125,3,,Zenderal - Magic Patches.esp,WB_A050_SpellTwine_Book
085607:Skyrim.esm,_01E_SpellSpellWard,Spell Ward (Rank I),Mentalism,Spell,Concentration,Self,6,117,0,,Enderal SE - Gameplay Overhaul.esp,_01E_SpellBookSpellWard
085654:Skyrim.esm,_10E_SpellSpellWard,Spell Ward (Rank II),Mentalism,Spell,Concentration,Self,11,172,0,,Enderal SE - Gameplay Overhaul.esp,_10E_SpellBookSpellWard
085655:Skyrim.esm,_20E_SpellSpellWard,Spell Ward (Rank III),Mentalism,Spell,Concentration,Self,17,247,0,,Enderal SE - Gameplay Overhaul.esp,_20E_SpellBookSpellWard
0F858C:Skyrim.esm,_30E_SpellSpellWard,Spell Ward (Rank IV),Mentalism,Spell,Concentration,Self,24,362,0,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellBookSpellWard
0F858E:Skyrim.esm,_40E_SpellSpellWard,Spell Ward (Rank V),Mentalism,Spell,Concentration,Self,32,496,0,,Enderal SE - Gameplay Overhaul.esp,_40E_SpellBookSpellWard
0F858D:Skyrim.esm,_50E_SpellSpellWard,Spell Ward (Rank VI),Mentalism,Spell,Concentration,Self,41,654,0,,Enderal SE - Gameplay Overhaul.esp,_50E_SpellBookSpellWard
0083E6:Enderal SE - Gameplay Overhaul.esp,XionSpellDuration,Stable Spellwork (Rank I),Mentalism,Spell,FireAndForget,Self,60,903,0.75,,Enderal SE - Gameplay Overhaul.esp,XionDuration1
0083EB:Enderal SE - Gameplay Overhaul.esp,XionSpellDuration2,Stable Spellwork (Rank II),Mentalism,Spell,FireAndForget,Self,100,1411,0.75,,Enderal SE - Gameplay Overhaul.esp,XionDuration2
0083F9:Enderal SE - Gameplay Overhaul.esp,XionSpellDuration3,Stable Spellwork (Rank III),Mentalism,Spell,FireAndForget,Self,145,1936,0.75,,Enderal SE - Gameplay Overhaul.esp,XionDuration3
00D6F5:Apocalypse - Magic of Skyrim.esp,WB_Alt_Active3_Spell_StrengthOfEarth,Strength of Earth,Mentalism,Spell,Concentration,Self,32,40,2,,Zenderal - Magic Patches.esp,WB_A050_StrengthOfEarth_Book
07FE79:Apocalypse - Magic of Skyrim.esp,WB_Alt_CrowdControl5_Spell_TalonsOfNirn,Talons of Vyn,Mentalism,Spell,FireAndForget,Self,107,621,3.8,,Zenderal - Magic Patches.esp,WB_A100_TalonsOfNirn_Book
01A4CC:Skyrim.esm,_10E_SpellTelekinesis,Telekinesis,Mentalism,Spell,Concentration,Self,10,170,0,,Skyrim.esm,_10E_SpellBookTelekinesis
002E2A:Apocalypse - Magic of Skyrim.esp,WB_Alt_Telekinesis5_Spell_MalvisersGauntlet,Telekinetic Gauntlet,Mentalism,Spell,FireAndForget,Aimed,102,591,2.5,,Zenderal - Magic Patches.esp,WB_A100_MalvisersGauntlet_Book
086B60:Apocalypse - Magic of Skyrim.esp,WB_Alt_Buff5_Spell_SothasMaelstrom,Thaumaturgic Maelstrom,Mentalism,Spell,FireAndForget,Self,107,622,0.5,,Zenderal - Magic Patches.esp,WB_A100_SothasMaelstrom_Book
124EC7:Apocalypse - Magic of Skyrim.esp,WB_Alt_CrowdControl5_Spell_ThrummingStone,Thrumming Stone,Mentalism,Spell,FireAndForget,TargetLocation,110,640,3.5,,Zenderal - Magic Patches.esp,WB_A100_ThrummingStone_Book
007A8C:Apocalypse - Magic of Skyrim.esp,WB_Alt_Buff3_Spell_ThunderingHooves,Thundering Hooves,Mentalism,Spell,FireAndForget,Self,66,151,0,,Zenderal - Magic Patches.esp,WB_A050_ThunderingHooves_Book
00A5EB:Apocalypse - Magic of Skyrim.esp,WB_Alt_CrowdControl4_Spell_TumbleMagnet,Tumble Magnet,Mentalism,Spell,FireAndForget,Aimed,79,321,3.5,,Zenderal - Magic Patches.esp,WB_A075_TumbleMagnet_Book
002E31:Apocalypse - Magic of Skyrim.esp,WB_Alt_CrowdControl3_Spell_Undermine,Undermine,Mentalism,Spell,FireAndForget,Aimed,73,167,0,,Zenderal - Magic Patches.esp,WB_A050_Undermine_Book
08560B:Skyrim.esm,_10E_Wasseratmung,Water Breathing (Rank I),Mentalism,Spell,FireAndForget,Self,55,103,0.75,,Enderal SE - Gameplay Overhaul.esp,_10E_SpellBookWaterBreathing
08560C:Skyrim.esm,_20E_Wasseratmung,Water Breathing (Rank II),Mentalism,Spell,FireAndForget,Self,87,6226,0.75,,Enderal SE - Gameplay Overhaul.esp,_20E_SpellBookWaterBreathing
0083F1:Enderal SE - Gameplay Overhaul.esp,_30E_Wasseratmung,Water Breathing (Rank III),Mentalism,Spell,FireAndForget,Self,87,20451,0.75,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellBookWaterBreathing
001CCA:Enderal SE - Gameplay Overhaul.esp,XionSpellWaterwalk,Waterwalking,Mentalism,Spell,Concentration,Self,6,10,0.1,,Enderal SE - Gameplay Overhaul.esp,XionWaterwalkDUPLICATE001
005F2B:Apocalypse - Magic of Skyrim.esp,WB_Alt_Buff5_Spell_WindRunning,Wind Running,Mentalism,Spell,FireAndForget,Self,130,753,0,,Zenderal - Magic Patches.esp,WB_A100_WindRunning_Book
12649C:Apocalypse - Magic of Skyrim.esp,WB_Alt_CrowdControl2_Spell_Wither,Wither,Mentalism,Spell,FireAndForget,Aimed,40,62,0,,Zenderal - Magic Patches.esp,WB_A025_Wither_Book
1132DA:Apocalypse - Magic of Skyrim.esp,WB_Ill_Antimage2_Spell_Backlash,Backlash,Psionics,Spell,FireAndForget,Aimed,16,25,0.2,,Zenderal - Magic Patches.esp,WB_I025_Backlash_Book
127FA7:Apocalypse - Magic of Skyrim.esp,WB_Ill_PassthroughDmg3_Spell_BloodForBlood,Blood for Blood,Psionics,Spell,FireAndForget,TargetActor,74,170,0.5,,Zenderal - Magic Patches.esp,WB_I050_BloodForBlood_Book
0047EF:KataPUMBSpellPack.esp,Kata_S_Psionics_75_ChaoticAura_1,Chaotic Aura (Rank I),Psionics,Spell,FireAndForget,Self,96,794,0.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_75_ChaoticAura
0047F0:KataPUMBSpellPack.esp,Kata_S_Psionics_99_ChaoticAura_2,Chaotic Aura (Rank II),Psionics,Spell,FireAndForget,Self,210,4663,1.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_99_ChaoticAura
118051:Skyrim.esm,_00E_SpellClairvoyance,Clairvoyance,Psionics,Spell,Concentration,Self,15,25,0,,Skyrim.esm,_00E_SpellBookClairvoyance
058655:Apocalypse - Magic of Skyrim.esp,WB_Ill_Command3_Spell_CompellingWhispers,Compelling Whispers,Psionics,Spell,Concentration,Aimed,19,23,0.5,,Zenderal - Magic Patches.esp,WB_I050_CompellingWhispers_Book
06FF28:Skyrim.esm,_30E_FS_Overstrain,Counter (Rank I),Psionics,Spell,FireAndForget,Aimed,45,31,0.5,,Enderal SE - Gameplay Overhaul.esp,_30E_FS_Spell_Overstrain
06FF1B:Skyrim.esm,_48E_FS_Overstrain,Counter (Rank II),Psionics,Spell,FireAndForget,Aimed,65,37,0.5,,Enderal SE - Gameplay Overhaul.esp,_48E_FS_Spell_Overstrain
06FF1C:Skyrim.esm,_54E_FS_Overstrain,Counter (Rank III),Psionics,Spell,FireAndForget,Aimed,88,45,0.5,,Enderal SE - Gameplay Overhaul.esp,_54E_FS_Spell_Overstrain
001CCE:Enderal SE - Gameplay Overhaul.esp,XionSpellSummonIllu,Create Illusion,Psionics,Spell,FireAndForget,TargetLocation,53,50,0.5,,Enderal SE - Gameplay Overhaul.esp,XionIllusion
017509:Apocalypse - Magic of Skyrim.esp,WB_Ill_Antimage2_Spell_CurseOfTheSilent,Curse of the Silent,Psionics,Spell,FireAndForget,Aimed,63,98,0.5,,Zenderal - Magic Patches.esp,WB_I025_CurseOfTheSilent_Book
