Form Key,Editor Id,Name,Enchant Type,Cast Type,Target Type,Enchantment Cost,Computed Auto Cost,Enchantment Amount,Charge Time,Winner Overwrite
088509:Skyrim.esm,_04E_30_Unique_SongOfTheWinter_Ench,Song of the Winter (Enchantment),Enchantment,ConstantEffect,Self,153,130,153,0,Skyrim.esm
01EB47:Enderal - Forgotten Stories.esm,_07E_60_Unique_SorrowsVisage_Ench,Sorrow's Visage,Enchantment,ConstantEffect,Self,1489,1285,1489,0,Enderal SE - Gameplay Overhaul.esp
05B45F:Skyrim.esm,EnchWeaponSoulTrap01,Soul Trap,Enchantment,FireAndForget,Touch,6,6,6,0,Skyrim.esm
05B460:Skyrim.esm,EnchWeaponSoulTrap02,Soul Trap,Enchantment,FireAndForget,Touch,11,11,11,0,Skyrim.esm
05B461:Skyrim.esm,EnchWeaponSoulTrap03,Soul Trap,Enchantment,FireAndForget,Touch,16,16,16,0,Skyrim.esm
05B462:Skyrim.esm,EnchWeaponSoulTrap04,Soul Trap,Enchantment,FireAndForget,Touch,25,25,25,0,Skyrim.esm
05B463:Skyrim.esm,EnchWeaponSoulTrap05,Soul Trap,Enchantment,FireAndForget,Touch,39,39,39,0,Skyrim.esm
05B464:Skyrim.esm,EnchWeaponSoulTrap06,Soul Trap,Enchantment,FireAndForget,Touch,53,53,53,0,Skyrim.esm
10FB9A:Skyrim.esm,EnchWeaponSoulTrapBase,Soul Trap,Enchantment,FireAndForget,Touch,9,9,9,0,Skyrim.esm
148A18:Skyrim.esm,_40E_MSet_WandererTunicEnch,Soul of the Wandering Mage,Enchantment,ConstantEffect,Self,804,940,804,0,Enderal SE - Gameplay Overhaul.esp
0C51F7:Skyrim.esm,_03E_25_Unique_TheSpellBreaker_Ench,Spellbreaker,Enchantment,ConstantEffect,Self,169,169,169,0,Skyrim.esm
072674:Skyrim.esm,EnchStagger,Stagger,Enchantment,FireAndForget,Touch,0,0,0,0,Skyrim.esm
0EEFBF:Skyrim.esm,_00E_A2_StarlingdummyDebuffEnch,Starling Dummy,Enchantment,FireAndForget,Touch,665,472,665,0,Skyrim.esm
0432B4:Skyrim.esm,_02E_19_StarlingHelmetOfTheMasterSmith_Ench,Starling Helmet of the Master Smith,Enchantment,ConstantEffect,Self,607,607,607,0,Skyrim.esm
02F23E:Enderal - Forgotten Stories.esm,_01E_FS_Phasmalist_SummonersRing_Ench,Strengthen Apparition,Enchantment,ConstantEffect,Self,42,35,42,0,Enderal SE - Gameplay Overhaul.esp
02F247:Enderal - Forgotten Stories.esm,_02E_FS_Phasmalist_SummonersRing_Ench,Strengthen Apparition,Enchantment,ConstantEffect,Self,69,56,69,0,Enderal SE - Gameplay Overhaul.esp
02F248:Enderal - Forgotten Stories.esm,03E_FS_Phasmalist_SummonersRingEnch,Strengthen Apparition,Enchantment,ConstantEffect,Self,84,76,84,0,Enderal SE - Gameplay Overhaul.esp
02F249:Enderal - Forgotten Stories.esm,04E_FS_Phasmalist_SummonersRingEnch,Strengthen Apparition,Enchantment,ConstantEffect,Self,120,98,120,0,Enderal SE - Gameplay Overhaul.esp
02F24A:Enderal - Forgotten Stories.esm,05E_FS_Phasmalist_SummonersRingEnch,Strengthen Apparition,Enchantment,ConstantEffect,Self,172,120,172,0,Enderal SE - Gameplay Overhaul.esp
02F415:Enderal - Forgotten Stories.esm,_00E_FS_Phasmalist_SummonersRing_EnchBase,Strengthen Apparition,Enchantment,ConstantEffect,Self,62,56,62,0,Enderal SE - Gameplay Overhaul.esp
13F357:Skyrim.esm,_02E_15_LSet_CallOfNorthBoots_Ench,Traces of the North,Enchantment,ConstantEffect,Self,725,524,725,0,Enderal SE - Gameplay Overhaul.esp
02EF69:Enderal - Forgotten Stories.esm,_06E_50_LSet_VenturerBoots_Ench,Traces of the Venturer,Enchantment,ConstantEffect,Self,639,413,639,0,Enderal - Forgotten Stories.esm
05B46C:Skyrim.esm,EnchWeaponTurnUndead01,Turn Undead,Enchantment,FireAndForget,Touch,23,23,23,0,Skyrim.esm
05B46D:Skyrim.esm,EnchWeaponTurnUndead02,Turn Undead,Enchantment,FireAndForget,Touch,36,36,36,0,Skyrim.esm
05B46F:Skyrim.esm,EnchWeaponTurnUndead04,Turn Undead,Enchantment,FireAndForget,Touch,80,80,80,0,Skyrim.esm
05B470:Skyrim.esm,EnchWeaponTurnUndead05,Turn Undead,Enchantment,FireAndForget,Touch,91,91,91,0,Skyrim.esm
0BF3F5:Skyrim.esm,EnchWeaponTurnUndead06,Turn Undead,Enchantment,FireAndForget,Touch,117,117,117,0,Skyrim.esm
10FB9C:Skyrim.esm,EnchWeaponTurnUndeadBase,Turn Undead,Enchantment,FireAndForget,Touch,23,23,23,0,Skyrim.esm
024933:Enderal - Forgotten Stories.esm,EnchUniqueWeapon_RalysRyx,Unholy Axe,Enchantment,FireAndForget,Touch,12,2,60,0,Enderal SE - Gameplay Overhaul.esp
01FE9D:Enderal - Forgotten Stories.esm,_00E_EnchBackpackVagabondsSac,Vagabond's Sack,Enchantment,ConstantEffect,Self,799,799,799,0,Enderal SE - Gameplay Overhaul.esp
00E802:Dawnguard.esm,DLC1nVampireBloodMagicRingEruditeEnch,Vampire Mage,Enchantment,ConstantEffect,Self,802,802,802,0,Dawnguard.esm
053FE1:Skyrim.esm,_02E_10_MSet_EnigmaticNomadHood_Ench,Veil of the Mysterious Nomad,Enchantment,ConstantEffect,Self,131,115,131,0,Skyrim.esm
02EF67:Enderal - Forgotten Stories.esm,_06E_50_HSet_SkybreakerHelmet_Ench,Ventail of the Skybreaker,Enchantment,ConstantEffect,Self,983,616,983,0,Enderal - Forgotten Stories.esm
092A76:Skyrim.esm,EnchArmorWaterbreathing,Water Breathing,Enchantment,ConstantEffect,Self,100,100,100,0,Skyrim.esm
10FB90:Skyrim.esm,EnchArmorWaterbreathingBase,Water Breathing,Enchantment,ConstantEffect,Self,100,100,100,0,Skyrim.esm
029B7A:Enderal - Forgotten Stories.esm,_00E_FS_NQ02_Amulett_Ench,Wayfarer's Luck,Enchantment,ConstantEffect,Self,457,437,457,0,Enderal - Forgotten Stories.esm
02EF64:Enderal - Forgotten Stories.esm,_06E_50_HSet_SkybreakerBoots_Ench,Wings of the Skybreaker,Enchantment,ConstantEffect,Self,353,341,353,0,Enderal SE - Gameplay Overhaul.esp
02E3BA:Enderal - Forgotten Stories.esm,_05E_40_StaffOfTheFather_Ench,Absorb Health,StaffEnchantment,Concentration,Aimed,29,29,29,0,Enderal - Forgotten Stories.esm
0365C5:Skyrim.esm,_00E_EnchAbsorbHealthStaff02,Absorb Health,StaffEnchantment,Concentration,Aimed,38,51,38,0.5,Enderal SE - Gameplay Overhaul.esp
06728A:Skyrim.esm,_00E_EnchAbsorbHealthStaff01,Absorb Health,StaffEnchantment,Concentration,Aimed,30,6,30,1,Enderal SE - Gameplay Overhaul.esp
00A02A:KataPUMBSpellPack.esp,Kata_Staf_Mentalism_Blink,Blink,StaffEnchantment,FireAndForget,Aimed,22,0,22,0.5,KataPUMBSpellPack.esp
00F7BB:KataPUMBSpellPack.esp,Kata_Staf_Elementalism_Bombardment,Bombardment,StaffEnchantment,Concentration,Aimed,8,48,8,0.6,KataPUMBSpellPack.esp
029B5C:Skyrim.esm,StaffEnchChainLightning,Chain Lightning,StaffEnchantment,FireAndForget,Aimed,122,122,122,0.5,Skyrim.esm
00F7BE:KataPUMBSpellPack.esp,Kata_Staf_Entropy_Curse,Curse,StaffEnchantment,FireAndForget,Aimed,12,3281,12,0.5,EGO - KataPUMB Spell Package.esp
00A026:KataPUMBSpellPack.esp,Kata_Staf_Entropy_DeathBeam,Death Beam,StaffEnchantment,Concentration,Aimed,4,0,4,0.3,KataPUMBSpellPack.esp
003911:Enderal SE - Gameplay Overhaul.esp,StaffEnchFear,Dread,StaffEnchantment,FireAndForget,Aimed,154,141,154,1,Enderal SE - Gameplay Overhaul.esp
010457:KataPUMBSpellPack.esp,Kata_Staf_Elementalism_Electrocution,Electrocution,StaffEnchantment,Concentration,Aimed,14,42,14,0.6,KataPUMBSpellPack.esp
00A028:KataPUMBSpellPack.esp,Kata_Staf_Elementalism_ElectroSphere,Electrosphere,StaffEnchantment,FireAndForget,Aimed,15,69,15,0.5,KataPUMBSpellPack.esp
00F7BC:KataPUMBSpellPack.esp,Kata_Staf_Elementalism_ElectroStorm,Electrostorm,StaffEnchantment,Concentration,Aimed,8,28,8,0.6,KataPUMBSpellPack.esp
0773C0:Skyrim.esm,_00E_StaffEnchEldritchBlast,Entropic Blast,StaffEnchantment,Concentration,Aimed,12,14,12,0.5,Enderal SE - Gameplay Overhaul.esp
14897A:Skyrim.esm,_00E_StaffEnchEldritchBreath,Entropic Breath,StaffEnchantment,Concentration,Aimed,2,29,2,0,Enderal SE - Gameplay Overhaul.esp
0B62DD:Skyrim.esm,StaffEnchFireRune,Fire Rune,StaffEnchantment,FireAndForget,TargetLocation,173,2313,173,0.5,Skyrim.esm
029B59:Skyrim.esm,StaffEnchFireball,Fireball,StaffEnchantment,FireAndForget,Aimed,115,91,115,0.5,Enderal SE - Gameplay Overhaul.esp
12E1D4:Skyrim.esm,StaffEnchFireball2,Fireball,StaffEnchantment,FireAndForget,Aimed,207,139,207,0.5,Enderal SE - Gameplay Overhaul.esp
001CF0:Enderal SE - Gameplay Overhaul.esp,StaffEnchFirebolt40,Firebolt,StaffEnchantment,FireAndForget,Aimed,67,59,67,0.5,Enderal SE - Gameplay Overhaul.esp
04C6CB:Skyrim.esm,StaffEnchFirebolt,Firebolt,StaffEnchantment,FireAndForget,Aimed,41,41,41,0.5,Skyrim.esm
001D9E:Enderal SE - Gameplay Overhaul.esp,StaffEnchFlamesDunwar2,Flames,StaffEnchantment,Concentration,Aimed,1,9,1,0,Enderal SE - Gameplay Overhaul.esp
04DEDA:Skyrim.esm,StaffEnchFlames,Flames,StaffEnchantment,Concentration,Aimed,3,7,3,0.5,Enderal SE - Gameplay Overhaul.esp
029B5B:Skyrim.esm,StaffEnchFrostbite,Frostbite,StaffEnchantment,Concentration,Aimed,9,5,9,0.5,Enderal SE - Gameplay Overhaul.esp
002C94:Enderal SE - Gameplay Overhaul.esp,StaffEnchHealOtherGreater,Heal Other,StaffEnchantment,FireAndForget,TargetActor,20,57,20,0.5,Enderal SE - Gameplay Overhaul.esp
029B6E:Skyrim.esm,StaffEnchHealOther,Heal Other,StaffEnchantment,FireAndForget,TargetActor,10,24,10,0.5,Enderal SE - Gameplay Overhaul.esp
00F7C0:KataPUMBSpellPack.esp,Kata_Staf_LightMagic_HolyCross,Holy Cross,StaffEnchantment,FireAndForget,Aimed,22,264,22,0.6,KataPUMBSpellPack.esp
00A025:KataPUMBSpellPack.esp,Kata_Staf_LightMagic_HolyRay,Holy Ray,StaffEnchantment,Concentration,Aimed,4,17,4,0.3,KataPUMBSpellPack.esp
00F7C1:KataPUMBSpellPack.esp,Kata_Staf_LightMagic_HolyBall,Holy Sun Burst,StaffEnchantment,FireAndForget,Aimed,18,58,18,0.8,EGO - KataPUMB Spell Package.esp
001CF1:Enderal SE - Gameplay Overhaul.esp,StaffEnchIceSpike40,Ice Spike,StaffEnchantment,FireAndForget,Aimed,64,52,64,0.5,Enderal SE - Gameplay Overhaul.esp
04DED7:Skyrim.esm,StaffEnchIceSpike,Ice Spike,StaffEnchantment,FireAndForget,Aimed,48,37,48,0.5,Enderal SE - Gameplay Overhaul.esp
001F47:Enderal SE - Gameplay Overhaul.esp,StaffEnchIceStorm2,Ice Storm,StaffEnchantment,FireAndForget,Aimed,95,118,95,0.5,Enderal SE - Gameplay Overhaul.esp
029B5A:Skyrim.esm,StaffEnchIceStorm,Ice Storm,StaffEnchantment,FireAndForget,Aimed,95,76,95,0.5,Enderal SE - Gameplay Overhaul.esp
00F7BD:KataPUMBSpellPack.esp,Kata_Staf_Elementalism_IcicleStorm,Icicle Storm,StaffEnchantment,Concentration,Aimed,8,35,8,0.6,KataPUMBSpellPack.esp
0432FD:Skyrim.esm,EnchUniqueWeapon_IrlandasGrace,Irlanda's Grace,StaffEnchantment,FireAndForget,Aimed,450,352,450,0.5,Enderal SE - Gameplay Overhaul.esp
001CF2:Enderal SE - Gameplay Overhaul.esp,StaffEnchLightningBolt40,Lightning Bolt,StaffEnchantment,FireAndForget,Aimed,70,70,70,0.5,Enderal SE - Gameplay Overhaul.esp
04DED9:Skyrim.esm,StaffEnchLightningBolt,Lightning Bolt,StaffEnchantment,FireAndForget,Aimed,655,49,655,0.5,Enderal SE - Gameplay Overhaul.esp
04DEDD:Skyrim.esm,StaffEnchMagelight,Magelight,StaffEnchantment,FireAndForget,Aimed,14,7,14,0.5,Skyrim.esm
029B4A:Skyrim.esm,StaffEnchParalyze,Paralysis,StaffEnchantment,FireAndForget,Aimed,450,450,450,0.5,Skyrim.esm
00F7C2:KataPUMBSpellPack.esp,Kata_Staf_Mentalism_Petrify,Petrify,StaffEnchantment,FireAndForget,Aimed,44,0,44,0.5,KataPUMBSpellPack.esp
029B53:Skyrim.esm,StaffEnchRevenant,Reanimate,StaffEnchantment,FireAndForget,Aimed,72,71,72,1.25,Enderal SE - Gameplay Overhaul.esp
091FFD:Skyrim.esm,StaffEnchRevenant2,Reanimate,StaffEnchantment,FireAndForget,Aimed,174,194,174,1.25,Enderal SE - Gameplay Overhaul.esp
00A02B:KataPUMBSpellPack.esp,Kata_Staf_Psionics_Shatter,Shatter,StaffEnchantment,FireAndForget,Aimed,16,0,16,0.5,KataPUMBSpellPack.esp
0B62DC:Skyrim.esm,StaffEnchSoulTrap,Soul Trap,StaffEnchantment,FireAndForget,TargetActor,107,50,107,0.5,Enderal SE - Gameplay Overhaul.esp
12E2E5:Skyrim.esm,StaffEnchSparks3,Spark,StaffEnchantment,Concentration,Aimed,25,25,25,0,Skyrim.esm
0083E4:Enderal SE - Gameplay Overhaul.esp,StaffEnchSparks,Sparks,StaffEnchantment,Concentration,Aimed,11,12,11,0.5,Enderal SE - Gameplay Overhaul.esp
04DEDC:Skyrim.esm,StaffEnchSparks2,Sparks,StaffEnchantment,Concentration,Aimed,11,14,11,0,Enderal SE - Gameplay Overhaul.esp
0B62DB:Skyrim.esm,StaffEnchConjureAtronachFlame,Summon Fire Elemental,StaffEnchantment,FireAndForget,TargetLocation,75,178,75,3,Enderal SE - Gameplay Overhaul.esp
00F7BF:KataPUMBSpellPack.esp,Kata_Staf_Entropy_SummonLostone,Summon Lost One,StaffEnchantment,FireAndForget,TargetLocation,40,360,40,0.3,KataPUMBSpellPack.esp
13570D:Skyrim.esm,StaffEnchConjureOrbayer,Summon Oorbâya,StaffEnchantment,FireAndForget,TargetLocation,138,245,138,3,Enderal SE - Gameplay Overhaul.esp
00F7C6:KataPUMBSpellPack.esp,Kata_Staf_Entropy_SummonSpirit,Summon Spirit,StaffEnchantment,FireAndForget,TargetLocation,53,360,53,3,EGO - KataPUMB Spell Package.esp
02F0E2:Enderal - Forgotten Stories.esm,StaffEnchConjureVatyr,Summon Vatyr,StaffEnchantment,FireAndForget,TargetLocation,107,319,107,3,Enderal SE - Gameplay Overhaul.esp
029B72:Skyrim.esm,StaffEnchTurnGreaterUndead,Turn Greater Undead,StaffEnchantment,FireAndForget,Aimed,154,86,154,1,Enderal SE - Gameplay Overhaul.esp
029B5D:Skyrim.esm,StaffEnchWallOfFlames,Wall Of Flames,StaffEnchantment,Concentration,Aimed,45,270,118,0,Enderal SE - Gameplay Overhaul.esp
029B5E:Skyrim.esm,StaffEnchWallOfFrost,Wall Of Frost,StaffEnchantment,Concentration,Aimed,45,235,100,0,Enderal SE - Gameplay Overhaul.esp
029B5F:Skyrim.esm,StaffEnchWallOfStorms,Wall Of Storms,StaffEnchantment,Concentration,Aimed,45,291,86,0,Enderal SE - Gameplay Overhaul.esp
